Issue ID,Issue Type,Summary,Description,Priority,Story Points,Original Estimate,Epic Name,Epic Link,Parent ID,Labels,Depends On
TASK-0002,Sub-task,[TASK-0002] Экран “Send Test Lead” в админке,"Тип: Frontend

Описание: Форма отправки тестового лида для проверки ключа и payload с отображением `trace_id` и тела ответа.

Критерии готовности (DoD):
- Форма валидирует обязательные поля до отправки.
- Ответы `202/4xx` отображаются с читаемыми сообщениями.",Highest,,8h,,,STORY-001,"crm-prd,backlog,story-001,frontend",
TASK-0003,Sub-task,[TASK-0003] Wireframe API Intake + Error states,"Тип: Design

Описание: Спроектировать состояние формы (idle/loading/success/error/rate-limited).

Критерии готовности (DoD):
- Есть wireframe desktop + mobile.
- Есть спецификация компонентов для dev handoff.",Highest,,4h,,,STORY-001,"crm-prd,backlog,story-001,design",
TASK-0004,Sub-task,[TASK-0004] Тест-кейсы intake auth/validation,"Тип: QA

Описание: Подготовить и автоматизировать happy-path и негативные сценарии (пустой JSON, неверный ключ, большие payload).

Критерии готовности (DoD):
- Покрыты коды `202,400,401,403,413,422,429`.
- Regression suite запускается в CI.",Highest,,8h,,,STORY-001,"crm-prd,backlog,story-001,qa",
TASK-0005,Sub-task,[TASK-0005] Настроить API gateway rate limits,"Тип: DevOps

Описание: Включить rate limiting и request size limit на ingress/API gateway, добавить log correlation по `trace_id`.

Критерии готовности (DoD):
- `120 req/min` и burst `30` применяются по API key.
- Метрики 429 и latency экспортируются в мониторинг.",Highest,,8h,,,STORY-001,"crm-prd,backlog,story-001,devops",
TASK-0006,Sub-task,[TASK-0006] Реестр схем и версия контракта,"Тип: Backend

Описание: Добавить schema registry, выбор валидатора по версии/режиму strict|compat, warning headers для deprecated полей.

Критерии готовности (DoD):
- `X-API-Version` корректно обрабатывается.
- Есть unit tests для strict/compat и unsupported version.",Highest,,8h,,,STORY-002,"crm-prd,backlog,story-002,backend",
TASK-0007,Sub-task,[TASK-0007] UI schema browser,"Тип: Frontend

Описание: Экран просмотра схемы по версиям и быстрых примеров payload.

Критерии готовности (DoD):
- Можно переключать версии.
- Видны required/optional поля и ограничения.",Highest,,4h,,,STORY-002,"crm-prd,backlog,story-002,frontend",
TASK-0008,Sub-task,[TASK-0008] Дизайн API schema docs,"Тип: Design

Описание: Оформить единый шаблон отображения схемы, deprecated полей и предупреждений.

Критерии готовности (DoD):
- Утверждены компоненты для таблиц полей.
- Прописаны состояния deprecation.",Highest,,2h,,,STORY-002,"crm-prd,backlog,story-002,design",
TASK-0009,Sub-task,[TASK-0009] Contract tests для версий,"Тип: QA

Описание: Добавить автоматические contract tests на `2026-01` и backward compatibility.

Критерии готовности (DoD):
- Тесты падают при breaking changes.
- Негативные сценарии unknown field покрыты.",Highest,,8h,,,STORY-002,"crm-prd,backlog,story-002,qa",
TASK-0010,Sub-task,[TASK-0010] CI guard для API contract,"Тип: DevOps

Описание: В CI добавить проверку diff OpenAPI и блокировку merge при неразрешенных breaking changes.

Критерии готовности (DoD):
- Pipeline валидирует OpenAPI.
- Breaking diff требует explicit override.",Highest,,4h,,,STORY-002,"crm-prd,backlog,story-002,devops",
TASK-0011,Sub-task,[TASK-0011] Сервис дедупликации и индексы,"Тип: Backend

Описание: Добавить таблицу dedupe fingerprints, составные индексы и decision logic.

Критерии готовности (DoD):
- Возвращается `409` при дублях по всем заявленным стратегиям.
- Индексы обеспечивают lookup `<30ms p95`.",Highest,,16h,,,STORY-003,"crm-prd,backlog,story-003,backend",
TASK-0012,Sub-task,[TASK-0012] UI настройки дедупа в affiliate профиле,"Тип: Frontend

Описание: Поля `dedupe_window_days`, `dedupe_strategy`, `cross_affiliate_dedupe` с валидацией.

Критерии готовности (DoD):
- Валидация диапазона `1-90` реализована.
- Изменения сохраняются и отображают текущую версию настроек.",Highest,,8h,,,STORY-003,"crm-prd,backlog,story-003,frontend",
TASK-0013,Sub-task,[TASK-0013] Дизайн блока dedupe policy,"Тип: Design

Описание: Сделать UX для объяснения разницы стратегий и рисков false positive.

Критерии готовности (DoD):
- Есть текстовые подсказки в UI-kit.
- Есть состояние предупреждения для агрессивных настроек.",Highest,,4h,,,STORY-003,"crm-prd,backlog,story-003,design",
TASK-0014,Sub-task,[TASK-0014] Матрица QA по дублям,"Тип: QA

Описание: Набор кейсов на exact duplicate, fuzzy duplicate, cross-affiliate, edge пустых полей.

Критерии готовности (DoD):
- Покрыты >20 сценариев дедупа.
- Проверены false positive/false negative граничные кейсы.",Highest,,8h,,,STORY-003,"crm-prd,backlog,story-003,qa",
TASK-0015,Sub-task,[TASK-0015] Кэш fingerprint lookup,"Тип: DevOps

Описание: Поднять Redis-кэш для dedupe lookup и метрик hit/miss.

Критерии готовности (DoD):
- Cache hit ratio доступен в мониторинге.
- Degrade mode при недоступности Redis покрыт.",Highest,,8h,,,STORY-003,"crm-prd,backlog,story-003,devops",
TASK-0016,Sub-task,[TASK-0016] Реализовать normalization pipeline,"Тип: Backend

Описание: Добавить трансформацию phone/email/geo и запись в отдельные normalized колонки.

Критерии готовности (DoD):
- Нормализация применяется до дедупа.
- Ошибки/предупреждения возвращаются в единообразном формате.",Highest,,16h,,,STORY-004,"crm-prd,backlog,story-004,backend",
TASK-0017,Sub-task,[TASK-0017] Визуализация raw vs normalized в lead details,"Тип: Frontend

Описание: В карточке лида показать исходные и нормализованные значения с warning badges.

Критерии готовности (DoD):
- Поля читаемы на desktop/mobile.
- Warning `geo_mismatch` виден без перезагрузки.",Highest,,8h,,,STORY-004,"crm-prd,backlog,story-004,frontend",
TASK-0018,Sub-task,[TASK-0018] Дизайн normalization badges,"Тип: Design

Описание: Создать визуальный паттерн “transformed / warning / invalid”.

Критерии готовности (DoD):
- Компоненты добавлены в UI kit.
- Контраст соответствует accessibility AA.",Highest,,2h,,,STORY-004,"crm-prd,backlog,story-004,design",
TASK-0019,Sub-task,[TASK-0019] Автотесты normalization edge cases,"Тип: QA

Описание: Тестировать международные форматы телефонов, unicode email, неизвестные GEO алиасы.

Критерии готовности (DoD):
- Покрыты минимум 30 кейсов.
- Проверено поведение при пустых/NULL значениях.",Highest,,8h,,,STORY-004,"crm-prd,backlog,story-004,qa",
TASK-0020,Sub-task,[TASK-0020] Обновление справочников GEO/phone metadata,"Тип: DevOps

Описание: Наладить регулярный update справочников стран и телефонных префиксов.

Критерии готовности (DoD):
- Еженедельный update job работает.
- Rollback версии справочника возможен за `<10 мин`.",Highest,,4h,,,STORY-004,"crm-prd,backlog,story-004,devops",
TASK-0021,Sub-task,[TASK-0021] Хранилище idempotency keys,"Тип: Backend

Описание: Таблица/кэш ключей с payload hash, response snapshot и TTL 24h.

Критерии готовности (DoD):
- Повторы отдают исходный ответ без повторной бизнес-обработки.
- Mismatch корректно возвращает `409`.",Highest,,8h,,,STORY-005,"crm-prd,backlog,story-005,backend",
TASK-0022,Sub-task,[TASK-0022] UI-подсказки по retry стратегии,"Тип: Frontend

Описание: В API-интерфейсе добавить инструкции “когда и как ретраить” и отображение idempotency результата.

Критерии готовности (DoD):
- Отображается “replayed response” маркер.
- Документация доступна в 1 клик из формы теста.",Highest,,4h,,,STORY-005,"crm-prd,backlog,story-005,frontend",
TASK-0023,Sub-task,[TASK-0023] Дизайн retry state,"Тип: Design

Описание: Состояния “new / replayed / mismatch”.

Критерии готовности (DoD):
- Компоненты согласованы с error palette.
- Готов handoff со всеми текстами.",Highest,,2h,,,STORY-005,"crm-prd,backlog,story-005,design",
TASK-0024,Sub-task,[TASK-0024] QA сценарии сетевых повторов,"Тип: QA

Описание: Проверить таймауты клиента, повторы с тем же/другим телом, гонки параллельных запросов.

Критерии готовности (DoD):
- Покрыты race conditions для 10 параллельных retry.
- Нет ложных дублей при корректных повторах.",Highest,,8h,,,STORY-005,"crm-prd,backlog,story-005,qa",
